id,last_modified,lon,lat,name,poi_type
176,13/10/2023,7.6721315,44.0299348,"Colla Sanson
",dirt-roads
177,13/10/2023,7.6112776,43.9541062,"Colle Scarassan
",dirt-roads
178,13/10/2023,7.5733766,43.8934786,"Colle dei Saviglione
",dirt-roads
179,13/10/2023,12.2840261086822,43.6780191470437,Passo della Spugna,dirt-roads
180,13/10/2023,11.744153,44.101917,S. Cesario in Cesata - Abeto,dirt-roads
181,13/10/2023,12.161694,43.636715,Rifugio la Spinella / Alpe della Luna,dirt-roads
182,13/10/2023,11.3709183,43.582375,"Il San Michele
",dirt-roads
183,13/10/2023,11.3544657,43.7226126,"via di Montisoni
",dirt-roads
184,13/10/2023,11.5498008,43.7592917,Campiglioni,dirt-roads
185,13/10/2023,12.0174990221858,43.4828470275026,"Toppole, Molin nuovo, Poti",dirt-roads
186,13/10/2023,13.067339,41.566178,Rifugio Liberamonte,dirt-roads
187,13/10/2023,11.6430507,43.6497652,"Tunnel-trappola
",dirt-roads
188,13/10/2023,11.29837,43.626934,chiocchio/via di nozzole,dirt-roads
189,13/10/2023,11.333928,43.523045,Monterinaldi / San leonino,dirt-roads
190,13/10/2023,11.3198741,43.6259238,"Chiocchio- Greti
",dirt-roads
191,13/10/2023,11.307475,43.4572669,"Strada del mandorlo
",dirt-roads
192,13/10/2023,11.3175058,43.4140243,"Mocenni (quercegrossa-Vagliagli)
",dirt-roads
193,13/10/2023,11.400514,43.1173303,"La Befa
",dirt-roads
194,13/10/2023,8.42843245714903,44.3329379561387,i vagonetti,dirt-roads
195,13/10/2023,10.736218,44.170557,"rifugio i Taburri
",dirt-roads
196,13/10/2023,10.38238,44.21044,"Bivacco di Soriano
",dirt-roads
197,13/10/2023,24.778751,37.89156,Sterrata MonÃ¬ Zoodochou Pighis - Aghios Petros,dirt-roads
198,13/10/2023,8.3244127,44.2998331,strada del baraccone,dirt-roads
199,13/10/2023,8.3270088,44.2858184,Colla del Termine,dirt-roads
200,13/10/2023,8.3188881,44.2592835,Colla San Giacomo,dirt-roads
201,13/10/2023,7.9009832,44.1060314,Capruna - Nava,dirt-roads
202,13/10/2023,10.5725307,43.9755372,Da Corsagna alle Pizzorne,dirt-roads
203,13/10/2023,10.4073583,43.4132778,"dal mare al momte Pelato
",dirt-roads
204,13/10/2023,11.0602903738618,43.592709270571,s. martino a Maiano,dirt-roads
205,13/10/2023,11.4624994,45.8217067,Forestale Cesuna-Caltrano,dirt-roads
206,13/10/2023,12.108739,42.170129,parco della mola oriolo romano vt,dirt-roads
207,13/10/2023,11.0031557,43.6142025,"scuola rurale
",dirt-roads
208,13/10/2023,10.9826315,43.6427342,Quercecchio,dirt-roads
209,13/10/2023,11.1654337,43.601228,"Bonazza- Pino
",dirt-roads
210,13/10/2023,11.193674,43.518455,Prumiano,dirt-roads
211,13/10/2023,11.2088709,43.5375501,"s.donato-Prumiano
",dirt-roads
212,13/10/2023,11.5229215,45.8407606,Strada del cimitero britannico del Barenthal,dirt-roads
213,13/10/2023,7.4881083,44.2439152,"colla Goderie
",dirt-roads
