id,last_modified,lon,lat,name,poi_type
168,13/10/2023,13.467992,45.719114,Via Grado- Fossalon ( Go ),majesty-of-streets
169,13/10/2023,14.0786172,42.1817725,"sp 22 roccamorice-Passo Lanciano
",majesty-of-streets
170,13/10/2023,17.3862842747947,40.8908133965396,Strada panoramica di Egnazia,majesty-of-streets
171,13/10/2023,11.2843,44.17655,Via picervara,majesty-of-streets
172,13/10/2023,13.5387054,46.2027464,Panoramica monte Matajur,majesty-of-streets
173,13/10/2023,13.3932623,46.1813556,Panoramica Malga Porzus,majesty-of-streets
174,13/10/2023,11.0245097,43.6937666,"Botinaccio
",majesty-of-streets
175,13/10/2023,11.69367,44.3142,Salita della neretta,majesty-of-streets
176,13/10/2023,13.738535,42.459606,sp37 da castelli a rigopiano,majesty-of-streets
177,13/10/2023,9.153285,46.005379,Bocchetta di Lenno,majesty-of-streets
178,13/10/2023,9.438884,44.445672,Strada panoramica Belvedere,majesty-of-streets
179,13/10/2023,9.44207715663714,44.3239313037822,Passo Di Sciolli,majesty-of-streets
180,13/10/2023,9.34601187273744,44.4421391816473,Belpiano,majesty-of-streets
181,13/10/2023,9.26269901737558,44.693968715496,Strada Dei Piani Di Lesima,majesty-of-streets
182,13/10/2023,10.384557362776,44.0200773152807,San Pellegrinetto,majesty-of-streets
183,13/10/2023,8.24297395761834,45.646278825528,Oratorio di San Sebastiano,majesty-of-streets
184,13/10/2023,8.35500901396127,45.7742851046533,Valpiana-Boleto,majesty-of-streets
185,13/10/2023,8.22697897777314,45.7541679148929,Colle della Colma,majesty-of-streets
186,13/10/2023,7.1661342196392,45.6886170627838,Les Combes,majesty-of-streets
187,13/10/2023,7.94861880374018,45.5705100750343,Strada del tracciolino,majesty-of-streets
188,13/10/2023,6.3376913,45.3177294,Lacets de montvenier,majesty-of-streets
189,13/10/2023,12.291448,46.607956,Tre Cime Di Lavaredo,majesty-of-streets
190,13/10/2023,13.722475,42.284446,"Valle magica
",majesty-of-streets
191,13/10/2023,14.3590157,42.0143486,"Lungolago Bomba
",majesty-of-streets
192,13/10/2023,15.8197970977978,40.4065177474538,"Piano dell' Imperatore
",majesty-of-streets
193,13/10/2023,6.996202,45.202084,Moncenisio-Novalesa,majesty-of-streets
194,13/10/2023,12.260366,43.658418,Borgo Pace,majesty-of-streets
195,13/10/2023,10.6285063,43.9286392,"Villa Basilica-Pizzorne
",majesty-of-streets
196,13/10/2023,10.5820382,43.9230154,Matraia-Pizzorne,majesty-of-streets
197,13/10/2023,9.20065,45.13,Strada dell'Argine,majesty-of-streets
198,13/10/2023,10.612628,45.722354,Lago e Diga di Valvestino,majesty-of-streets
199,13/10/2023,12.043425,44.978265,Parco Amici del passo nel comune di Papozze,majesty-of-streets
200,13/10/2023,9.434499,45.883116,Sp63 di Morterone,majesty-of-streets
201,13/10/2023,13.8109461,41.9840595,"Castrovalva
",majesty-of-streets
202,13/10/2023,13.9663381,41.5093104,Forcella Di Cervaro,majesty-of-streets
203,13/10/2023,13.6428364712066,46.4449350291763,Mangart,majesty-of-streets
204,13/10/2023,13.66002,42.375432,"Campo Imperatore- Santo Stefano di Sessanio
",majesty-of-streets
205,13/10/2023,10.3700252,44.0419129,"Via la Cavana (Vergemoli-Grotta del vento)
",majesty-of-streets
206,13/10/2023,10.388114,44.0466866,"diga di Trombacco
",majesty-of-streets
207,13/10/2023,10.4179353,43.9964722,Gragliana,majesty-of-streets
208,13/10/2023,9.6766415,44.169621,Bardellone,majesty-of-streets
209,13/10/2023,10.5333663,44.0872893,Coreglia-Tiglio,majesty-of-streets
210,13/10/2023,10.2415563,44.1330595,Gorfigliano-Gramolazzo,majesty-of-streets
211,13/10/2023,10.2937115,44.1159739,"lago di Vagli
",majesty-of-streets
212,13/10/2023,11.0160402,47.2123473,Kuhtai,majesty-of-streets
213,13/10/2023,8.569483,46.54709,Strada della tremola,majesty-of-streets
214,13/10/2023,12.1282696,43.7893626,"loc Albereta (poggio Ancisa-Fagiola vecchia)
",majesty-of-streets
215,13/10/2023,6.2556634,44.2334903,Clue de Barles,majesty-of-streets
216,13/10/2023,5.3335498,44.9881405,La combe laval,majesty-of-streets
217,13/10/2023,5.5201706,45.0747793,Gorges La Bourne,majesty-of-streets
218,13/10/2023,8.276371,46.548445,Panoramastrasse Oberaar,majesty-of-streets
219,13/10/2023,10.8878008,45.8004387,"SP 3 del Creer
",majesty-of-streets
220,13/10/2023,10.9920082,45.6868452,Fittanze-Pidocchio,majesty-of-streets
221,13/10/2023,10.442231,43.870192,Le Nubache,majesty-of-streets
222,13/10/2023,15.3456807512235,37.9138382519665,SS114 Sant'Alessio to Letojanni,majesty-of-streets
223,13/10/2023,15.3424107141031,37.9145461331481,SP16 - Verso il Borgo di Forza D'Agrò,majesty-of-streets
224,13/10/2023,11.626765,44.190627,Via Cerro,majesty-of-streets
225,13/10/2023,5.4260968,45.1650927,Gorges du Nan,majesty-of-streets
226,13/10/2023,11.0618397,44.2669882,"Vergato-Castel d'Aiano
",majesty-of-streets
227,13/10/2023,11.6398707,42.6565128,Sovana,majesty-of-streets
228,13/10/2023,9.44771,46.662927,Viamala - Thusis - Statale 13 Grand Tour of Switzerlan,majesty-of-streets
229,13/10/2023,13.1188864,37.8427788,"SP133 - Ponte Saraceno di Calatrasi
",majesty-of-streets
230,13/10/2023,8.9795339,45.9313677,Salita da Melano ad Arogno,majesty-of-streets
231,13/10/2023,25.227961,37.082667,"Doussa- Narpissa
",majesty-of-streets
232,13/10/2023,25.379824,36.364851,AKROTIRI LIGHTHOUSE,majesty-of-streets
233,13/10/2023,11.268694,44.092459,"Via Fiascone ""Trophy""",majesty-of-streets
234,13/10/2023,11.0485323,44.1016057,Lentula-Bargi,majesty-of-streets
235,13/10/2023,9.976652,44.040634,"SP29, Montemarcello",majesty-of-streets
236,13/10/2023,15.60098,40.9281195,Sp 167 dei Laghi di Monticchio,majesty-of-streets
